epoch,step,train_loss,val_epoch_mae,val_epoch_mse,val_epoch_rmse,val_loss,val_mae,val_rmse
0,9,0.05697420984506607,,,,,,
0,19,0.015199730172753334,,,,,,
0,29,0.0046441624872386456,,,,,,
0,39,0.00256524165160954,,,,,,
0,49,0.00033492763759568334,,,,,,
0,59,0.00013455039879772812,,,,,,
0,69,0.0003317762166261673,,,,,,
0,79,0.0010983466636389494,,,,,,
0,89,0.00022700530826114118,,,,,,
0,99,0.0002368541609030217,,,,,,
0,109,0.0002535734383855015,,,,,,
0,119,0.001229860121384263,,,,,,
0,129,0.00017464006668888032,,,,,,
0,139,9.994982247008011e-05,,,,,,
0,149,0.00014522450510412455,,,,,,
0,159,0.0017567076720297337,,,,,,
0,169,5.465184585773386e-05,,,,,,
0,179,0.0009154679137282073,,,,,,
0,189,0.0048218066804111,,,,,,
0,199,0.0024717161431908607,,,,,,
0,209,0.004395158961415291,,,,,,
0,219,2.939803925983142e-05,,,,,,
0,229,0.0038710650987923145,,,,,,
0,239,0.0010039022890850902,,,,,,
0,249,4.052205622429028e-05,,,,,,
0,259,0.00011376201291568577,,,,,,
0,269,0.00032091717002913356,,,,,,
0,279,0.0008106168243102729,,,,,,
0,289,0.0007950849831104279,,,,,,
0,299,0.00033356365747749805,,,,,,
0,309,0.0004499920178204775,,,,,,
0,319,7.231193012557924e-05,,,,,,
0,329,0.0010624658316373825,,,,,,
0,339,0.002663325984030962,,,,,,
0,349,0.0011543765431270003,,,,,,
0,359,0.00011452711623860523,,,,,,
0,369,0.0003581821802072227,,,,,,
0,379,0.003757544793188572,,,,,,
0,389,0.0005130999488756061,,,,,,
0,399,0.0006495717680081725,,,,,,
0,409,5.751413118559867e-05,,,,,,
0,419,0.00012592365965247154,,,,,,
0,429,5.1365546823944896e-05,,,,,,
0,439,0.0008313832804560661,,,,,,
0,449,0.0013286744942888618,,,,,,
0,459,0.0020312711130827665,,,,,,
0,469,0.00016466251690872014,,,,,,
0,479,0.0001927492266986519,,,,,,
0,489,9.365667938254774e-05,,,,,,
0,499,0.0023569760378450155,,,,,,
0,509,0.00212635425850749,,,,,,
0,519,0.0012443331070244312,,,,,,
0,529,0.00017472544277552515,,,,,,
0,539,6.0038946685381234e-05,,,,,,
0,549,8.425821579294279e-05,,,,,,
0,559,0.0004982055397704244,,,,,,
0,569,0.0010133071336895227,,,,,,
0,579,0.00022921207710169256,,,,,,
0,589,0.0003150799311697483,,,,,,
0,599,0.000499004265293479,,,,,,
0,609,2.332999065401964e-05,,,,,,
0,619,0.000434518966358155,,,,,,
0,629,0.0004835624131374061,,,,,,
0,639,0.00011869859008584172,,,,,,
0,649,0.0001505271648056805,,,,,,
0,659,5.680682443198748e-05,,,,,,
0,669,0.0004287398769520223,,,,,,
0,679,7.097158959368244e-05,,,,,,
0,689,6.309452146524563e-05,,,,,,
0,699,0.0006737899966537952,,,,,,
0,709,0.00021942048624623567,,,,,,
0,719,9.218649211106822e-05,,,,,,
0,729,0.0001427709066774696,,,,,,
0,739,8.845871343510225e-05,,,,,,
0,749,0.0003285549464635551,,,,,,
0,759,0.00017842274974100292,,,,,,
0,769,0.00036528229247778654,,,,,,
0,779,0.0001481333893025294,,,,,,
0,789,0.0008803962264209986,,,,,,
0,799,0.000435082009062171,,,,,,
0,809,8.546419121557847e-05,,,,,,
0,819,7.63569405535236e-05,,,,,,
0,829,0.0011380973737686872,,,,,,
0,839,0.0005599327269010246,,,,,,
0,849,0.0001612401392776519,,,,,,
0,859,4.833703496842645e-05,,,,,,
0,869,0.0016513970913365483,,,,,,
0,879,0.0018762601539492607,,,,,,
0,889,6.828420009696856e-05,,,,,,
0,899,5.746250462834723e-05,,,,,,
0,909,7.415153231704608e-05,,,,,,
0,919,0.00029500568052753806,,,,,,
0,929,0.00046821069554425776,,,,,,
0,939,0.00038936029886826873,,,,,,
0,949,0.0004951976588927209,,,,,,
0,959,0.0012431618524715304,,,,,,
0,969,0.0011219403240829706,,,,,,
0,979,0.0006705755367875099,,,,,,
0,989,0.0005239241290837526,,,,,,
0,999,0.00026522757252678275,,,,,,
0,1009,0.00044248526683077216,,,,,,
0,1019,0.0009737236541695893,,,,,,
0,1029,4.594458732753992e-05,,,,,,
0,1039,1.2990129107492976e-05,,,,,,
0,1049,0.00026042090030387044,,,,,,
0,1059,0.002156818052753806,,,,,,
0,1069,0.0006907893694005907,,,,,,
0,1079,0.01601152867078781,,,,,,
0,1089,0.01339862123131752,,,,,,
0,1099,0.0009026057086884975,,,,,,
0,1109,0.002939884550869465,,,,,,
0,1119,0.006763538345694542,,,,,,
0,1129,0.005890840198844671,,,,,,
0,1139,0.0017255374696105719,,,,,,
0,1149,9.681005030870438e-05,,,,,,
0,1159,4.342097963672131e-05,,,,,,
0,1169,0.0024795839563012123,,,,,,
0,1179,0.0006957696750760078,,,,,,
0,1189,6.595520244445652e-05,,,,,,
0,1199,0.0005462901317514479,,,,,,
0,1209,0.00310566951520741,,,,,,
0,1219,0.001314395572990179,,,,,,
0,1229,0.00012173812865512446,,,,,,
0,1239,0.00012970335956197232,,,,,,
0,1249,6.729461892973632e-05,,,,,,
0,1259,0.001912029692903161,,,,,,
0,1269,0.00038059940561652184,,,,,,
0,1279,8.588004857301712e-05,,,,,,
0,1289,0.0009427886689081788,,,,,,
0,1299,0.0007181385299190879,,,,,,
0,1309,0.00023786940437275916,,,,,,
0,1319,0.00015778640226926655,,,,,,
0,1329,0.00019420091120991856,,,,,,
0,1339,0.0014897468499839306,,,,,,
0,1349,0.00016564152610953897,,,,,,
0,1359,7.023581565590575e-05,,,,,,
0,1369,0.00015814605285413563,,,,,,
0,1379,0.00012062251335009933,,,,,,
0,1389,0.0007446170202456415,,,,,,
0,1399,7.408489182125777e-05,,,,,,
0,1409,8.855899795889854e-05,,,,,,
0,1419,0.00012041228183079511,,,,,,
0,1429,0.002107227686792612,,,,,,
0,1439,0.0024824508000165224,,,,,,
0,1449,0.01715899631381035,,,,,,
0,1459,0.008061354979872704,,,,,,
0,1469,0.006279848050326109,,,,,,
